Student_id,Age_at_year_4,Year_1_Classes,Year_2_Classes,Year_3_Classes,Year_4_Classes,Year_1_Grades,Year_2_Grades,Year_3_Grades,Year_4_Grades,Year_1_Absences,Year_2_Absences,Year_3_Absences,Year_4_Absences,Year_1_Late_HW,Year_2_Late_HW,Year_3_Late_HW,Year_4_Late_HW,Year_1_Participation,Year_2_Participation,Year_3_Participation,Year_4_Participation
202,18,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, French, Personal Fitness, Creative Writing","Algebra 2, English 3, Forensic Science, Economics, Environmental Science, Weight Lifting, Latin","Band, English 4, Volleyball, Government, Individual Sports, Film, Biology","69.1, 76.9, 84.7, 66.7, 60.1, 80.0, 72.7","83.3, 86.0, 88.1, 88.6, 94.1, 65.7, 79.6","97.5, 84.3, 77.6, 70.8, 94.2, 64.3, 88.9","77.6, 99.9, 82.9, 75.8, 74.6, 98.7, 86.8",5,9,3,9,4,6,6,0,6,7,7,7
203,18,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, Theater","Algebra 2, English 3, Physical Science, Economics, Individual Sports, Technical Writing, Environmental Science","Volleyball, English 4, Anatomy And Physiology, Government, Band, Creative Writing, Chemistry","68.8, 85.1, 92.3, 78.9, 97.4, 75.3, 93.5","77.8, 66.3, 77.9, 67.7, 67.8, 99.9, 66.5","87.8, 69.6, 80.6, 69.4, 65.0, 90.4, 95.7","95.5, 88.6, 70.2, 84.4, 79.0, 61.6, 96.7",4,4,5,5,4,9,1,8,7,7,7,8
204,18,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Spanish, Personal Fitness, Volleyball","Algebra 2, English 3, Chemistry, Economics, Basketball, French, Chorus","Math For College Readiness, English 4, Technical Writing, Government, Theater, Creative Writing, Latin","79.1, 73.9, 79.2, 79.6, 77.4, 70.1, 61.9","63.8, 94.7, 81.8, 89.1, 88.4, 67.3, 83.4","71.5, 64.9, 77.4, 94.2, 74.9, 95.0, 79.0","84.2, 87.4, 73.9, 98.3, 84.3, 64.9, 65.6",6,1,5,0,5,3,3,6,8,9,7,8
205,20,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Creative Writing","Algebra 2, English 3, Chemistry, Economics, Band, Physical Science, Chemistry","Basketball, English 4, Anatomy And Physiology, Government, Volleyball, Theater, Math For College Readiness","88.7, 73.0, 82.5, 92.4, 67.1, 92.5, 70.9","76.1, 88.7, 99.0, 88.4, 64.2, 87.8, 84.8","63.5, 98.0, 70.8, 84.0, 61.5, 92.6, 70.9","90.2, 64.7, 75.7, 81.6, 83.5, 63.6, 69.6",1,5,0,3,10,9,2,2,9,9,8,6
206,20,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Physical Science","Algebra 2, English 3, Environmental Science, Economics, Basketball, Spanish, Chemistry","Theater, English 4, Volleyball, Government, Math For College Readiness, Creative Writing, Anatomy And Physiology","82.1, 89.9, 96.6, 98.8, 97.2, 83.4, 78.3","85.9, 82.2, 70.0, 81.7, 67.9, 78.3, 65.4","61.6, 69.0, 72.8, 63.8, 80.6, 75.7, 60.5","62.3, 94.7, 88.9, 74.2, 74.5, 92.5, 92.4",8,8,10,0,6,2,0,7,8,8,10,6
207,19,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Creative Writing","Algebra 2, English 3, Biology, Economics, French, Band, Technical Writing","Spanish, English 4, Weight Lifting, Government, Physical Science, Team Sports, Film","76.3, 91.9, 61.4, 86.9, 67.8, 79.8, 91.2","96.6, 96.6, 89.7, 91.8, 90.6, 65.4, 91.2","92.5, 69.1, 94.7, 97.9, 79.8, 93.7, 98.0","69.5, 84.9, 83.2, 74.0, 95.7, 67.2, 94.8",3,4,0,5,1,0,6,9,9,10,7,9
208,20,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Team Sports, Personal Fitness, Volleyball","Algebra 2, English 3, Forensic Science, Economics, Latin, Individual Sports, Spanish","Biology, English 4, Environmental Science, Government, Theater, Technical Writing, Chorus","63.2, 78.1, 83.5, 78.0, 94.7, 68.0, 93.5","92.3, 81.9, 98.3, 74.8, 93.1, 73.4, 93.7","99.7, 95.7, 88.6, 96.7, 95.2, 98.4, 97.3","65.7, 88.0, 98.4, 64.9, 71.3, 91.1, 88.0",2,2,0,2,7,7,6,4,9,6,9,7
209,20,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Chorus, Personal Fitness, Math For College Readiness","English 3, Physical Science, Economics, Latin, Technical Writing, Weight Lifting","Creative Writing, English 4, Band, Government, Spanish, Team Sports, Volleyball","83.2, 67.4, 85.9, 81.9, 60.7, 73.1, 100.0","91.6, 96.3, 72.8, 89.2, 93.6, 72.3, 80.7","81.0, 62.5, 99.6, 63.8, 86.6, 62.4, 70.1","96.6, 87.8, 77.4, 85.2, 85.1, 70.8, 71.1",1,4,3,4,1,8,7,9,10,9,8,10
210,17,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Basketball, Personal Fitness, Chorus","Algebra 2, English 3, Environmental Science, Economics, Latin, Forensic Science, Theater","Creative Writing, English 4, Individual Sports, Government, Math For College Readiness, Anatomy And Physiology, Biology","71.4, 68.5, 73.6, 75.9, 73.5, 90.0, 75.0","66.5, 77.0, 64.4, 88.8, 61.2, 75.3, 86.5","89.8, 94.2, 87.6, 94.5, 68.2, 67.0, 95.6","71.2, 77.1, 67.8, 96.6, 91.2, 63.2, 66.4",10,0,6,7,10,2,3,8,7,6,8,10
211,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Volleyball, Personal Fitness, Basketball","Algebra 2, English 3, Biology, Economics, Biology, Creative Writing, Film","Technical Writing, English 4, Forensic Science, Government, Chemistry, Band, Latin","71.3, 86.7, 99.0, 60.9, 95.7, 60.6, 91.4","60.0, 78.5, 96.1, 61.7, 96.0, 89.5, 99.1","64.0, 83.9, 83.1, 67.5, 85.6, 69.1, 98.3","61.0, 81.6, 85.1, 90.5, 60.3, 66.9, 69.5",4,6,8,9,0,7,1,1,10,7,8,10
212,19,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Band, Personal Fitness, Volleyball","Algebra 2, English 3, Physical Science, Economics, Environmental Science, Latin, Forensic Science","Film, English 4, Team Sports, Government, Individual Sports, Math For College Readiness, Chorus","64.7, 93.1, 94.7, 83.2, 79.6, 76.8, 82.0","71.9, 78.6, 76.5, 91.0, 88.6, 87.8, 71.3","96.1, 76.8, 97.5, 99.3, 89.0, 75.8, 61.2","76.4, 80.6, 91.2, 94.2, 89.0, 98.5, 71.6",5,4,7,2,3,5,0,5,6,7,10,7
213,20,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Film, Personal Fitness, Creative Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, Spanish, Technical Writing, Team Sports","Environmental Science, English 4, Math For College Readiness, Government, Individual Sports, Basketball, Latin","85.5, 81.3, 95.4, 83.7, 79.8, 82.4, 99.6","76.9, 68.6, 88.6, 88.3, 78.0, 76.7, 60.1","63.4, 81.0, 82.0, 80.8, 88.1, 93.7, 76.6","69.6, 87.7, 89.4, 98.6, 79.9, 80.2, 89.4",5,5,0,10,8,7,1,8,6,6,10,8
214,18,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Volleyball, Personal Fitness, Forensic Science","Algebra 2, English 3, Physical Science, Economics, Basketball, Technical Writing, Band","Spanish, English 4, Latin, Government, Film, Biology, Theater","60.6, 72.1, 70.0, 95.2, 64.3, 84.4, 69.8","70.1, 96.0, 60.6, 89.4, 73.3, 71.4, 91.2","75.7, 85.7, 71.3, 71.8, 67.3, 77.0, 73.3","65.5, 66.8, 88.3, 73.1, 98.2, 94.9, 81.0",5,3,5,8,4,1,2,3,8,10,9,7
215,19,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Spanish, Personal Fitness, Latin","Algebra 2, English 3, Environmental Science, Economics, Technical Writing, Anatomy And Physiology, Physical Science","Basketball, English 4, Biology, Government, Individual Sports, Band, Creative Writing","93.8, 98.7, 78.0, 75.9, 65.9, 83.2, 80.6","84.5, 71.7, 77.4, 79.4, 84.3, 95.2, 99.7","91.2, 64.4, 82.1, 97.4, 79.8, 70.6, 84.2","98.3, 63.2, 65.7, 97.4, 94.0, 77.5, 87.0",7,8,8,2,2,8,5,9,10,6,7,10
216,18,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Weight Lifting, Personal Fitness, Anatomy And Physiology","Algebra 2, English 3, Forensic Science, Economics, Team Sports, Volleyball, Spanish","Individual Sports, English 4, Chorus, Government, Biology, Environmental Science, Band","92.9, 89.1, 97.8, 75.6, 87.6, 98.6, 75.2","62.4, 68.5, 83.9, 75.6, 90.5, 92.0, 95.5","82.1, 69.5, 67.5, 60.3, 88.4, 71.4, 73.1","65.5, 79.7, 85.6, 83.5, 67.9, 81.3, 77.4",4,1,6,2,3,8,4,7,6,9,7,10
217,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Team Sports, Personal Fitness, Technical Writing","Algebra 2, English 3, Environmental Science, Economics, Individual Sports, Basketball, Environmental Science","Creative Writing, English 4, French, Government, Theater, Math For College Readiness, Volleyball","95.8, 79.2, 89.2, 96.5, 90.0, 67.9, 62.1","88.9, 99.4, 87.4, 76.5, 98.4, 80.6, 94.6","92.2, 71.2, 77.6, 61.4, 78.1, 85.7, 85.1","64.0, 69.5, 91.5, 60.7, 66.2, 88.6, 87.6",6,6,0,4,9,10,9,0,6,6,6,9
218,18,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, French","Algebra 2, English 3, Forensic Science, Economics, Band, Chorus, Environmental Science","Spanish, English 4, Latin, Government, Film, Weight Lifting, Technical Writing","71.3, 88.1, 94.7, 80.4, 72.7, 67.9, 64.0","74.2, 68.1, 75.3, 98.8, 81.8, 66.8, 68.1","95.0, 71.0, 62.0, 96.3, 86.6, 64.1, 95.3","73.1, 83.5, 85.5, 93.4, 70.2, 62.7, 70.8",6,8,2,4,6,2,9,3,10,7,7,7
219,18,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Band, Personal Fitness, Theater","Algebra 2, English 3, Physical Science, Economics, French, Physical Science, Basketball","Creative Writing, English 4, Volleyball, Government, Individual Sports, Weight Lifting, Spanish","99.8, 92.8, 97.2, 97.6, 66.2, 68.6, 95.6","76.3, 98.3, 60.6, 87.4, 71.4, 89.6, 69.3","73.4, 80.8, 68.7, 92.0, 76.6, 86.3, 90.8","72.9, 94.8, 61.8, 92.8, 73.9, 97.1, 82.7",0,0,3,9,10,5,3,7,10,9,7,10
220,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Basketball, Personal Fitness, Environmental Science","Algebra 2, English 3, Physical Science, Economics, Band, Weight Lifting, Spanish","Math For College Readiness, English 4, Film, Government, Theater, French, Individual Sports","62.4, 89.1, 99.2, 87.1, 76.6, 77.2, 81.3","82.2, 82.2, 99.2, 99.7, 84.6, 93.7, 95.0","87.9, 96.9, 63.0, 89.3, 78.9, 93.4, 84.1","98.5, 67.0, 81.5, 70.4, 62.1, 91.8, 91.6",2,7,2,5,1,3,6,8,10,6,10,6
221,20,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Individual Sports, Personal Fitness, Biology","Algebra 2, English 3, Environmental Science, Economics, Environmental Science, Latin, Weight Lifting","Chemistry, English 4, Spanish, Government, Chorus, Forensic Science, Team Sports","96.1, 83.9, 61.9, 88.3, 98.6, 98.5, 78.1","87.9, 74.9, 93.0, 98.6, 69.7, 60.8, 76.0","66.6, 65.8, 78.2, 61.2, 62.5, 80.7, 75.1","78.1, 90.1, 67.8, 86.5, 89.1, 65.7, 70.7",10,1,10,3,7,6,10,9,7,9,8,10
222,17,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Team Sports, Personal Fitness, Physical Science","Algebra 2, English 3, Anatomy And Physiology, Economics, Chorus, Band, Math For College Readiness","Creative Writing, English 4, Biology, Government, Individual Sports, Technical Writing, Theater","68.4, 88.3, 82.1, 72.5, 75.7, 74.3, 87.5","79.0, 87.4, 70.9, 83.9, 67.8, 91.7, 71.1","85.6, 60.7, 65.7, 95.2, 62.7, 74.9, 89.9","91.7, 77.7, 94.9, 77.4, 97.8, 75.2, 81.1",3,4,0,3,9,0,10,1,7,10,8,10
223,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Volleyball, Personal Fitness, French","Algebra 2, English 3, Environmental Science, Economics, Technical Writing, Individual Sports, Latin","Creative Writing, English 4, Weight Lifting, Government, Theater, Forensic Science, Chemistry","73.6, 93.3, 90.1, 65.4, 67.4, 88.6, 96.3","77.0, 88.9, 60.9, 83.1, 60.1, 67.1, 81.9","95.3, 94.2, 96.4, 63.4, 97.5, 62.6, 95.0","72.2, 79.0, 70.6, 80.1, 94.0, 62.3, 79.0",5,9,7,0,7,5,1,0,8,7,9,6
224,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Individual Sports, Personal Fitness, French","Algebra 2, English 3, Environmental Science, Economics, Environmental Science, Theater, Chorus","Latin, English 4, Physical Science, Government, Math For College Readiness, Spanish, Biology","92.7, 78.2, 98.9, 68.3, 69.6, 75.3, 71.9","83.2, 93.6, 89.8, 74.9, 66.3, 84.8, 76.2","71.2, 94.3, 93.6, 93.0, 75.7, 73.7, 86.7","91.2, 85.2, 66.1, 75.0, 71.3, 66.7, 99.0",3,4,5,4,3,4,4,2,10,6,8,7
225,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Band, Personal Fitness, Weight Lifting","Algebra 2, English 3, Biology, Economics, Math For College Readiness, Technical Writing, Creative Writing","French, English 4, Basketball, Government, Spanish, Chemistry, Individual Sports","62.7, 81.7, 78.6, 75.1, 62.3, 67.6, 80.0","81.2, 82.9, 68.5, 93.1, 93.8, 94.4, 80.9","71.7, 78.0, 90.8, 75.3, 91.6, 76.5, 61.7","86.1, 64.3, 63.5, 60.8, 68.2, 86.0, 67.4",5,9,1,10,9,0,3,5,6,7,9,8
226,20,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Latin, Personal Fitness, Band","Algebra 2, English 3, Anatomy And Physiology, Economics, Team Sports, Spanish, Chorus","Volleyball, English 4, Creative Writing, Government, Technical Writing, Physical Science, Weight Lifting","78.3, 69.7, 63.7, 91.8, 79.7, 77.7, 74.2","85.8, 87.6, 79.3, 62.8, 91.6, 72.0, 65.8","82.5, 79.9, 95.2, 67.0, 70.9, 83.6, 95.7","87.1, 73.9, 76.9, 84.4, 60.9, 92.8, 69.9",4,8,9,2,10,8,8,7,6,8,6,10
227,20,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Individual Sports, Personal Fitness, Theater","Algebra 2, English 3, Forensic Science, Economics, Film, French, Band","Technical Writing, English 4, Math For College Readiness, Government, Biology, Latin, Weight Lifting","99.2, 62.5, 63.0, 94.4, 61.2, 60.6, 70.3","91.6, 80.6, 66.8, 95.7, 92.9, 85.3, 84.7","87.2, 96.9, 82.2, 94.6, 67.6, 77.8, 90.3","88.0, 82.0, 71.7, 73.5, 88.9, 66.4, 88.4",6,9,1,3,1,10,8,2,10,9,8,6
228,18,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Chorus, Personal Fitness, Biology","Algebra 2, English 3, Environmental Science, Economics, Chemistry, French, Theater","Physical Science, English 4, Basketball, Government, Band, Latin, Volleyball","64.7, 77.2, 86.8, 70.5, 66.1, 91.3, 96.0","91.5, 91.2, 85.2, 67.9, 97.1, 71.9, 77.8","69.4, 87.9, 91.3, 65.0, 92.4, 75.2, 65.7","67.1, 71.8, 91.7, 69.2, 63.8, 94.9, 94.2",9,5,4,7,5,3,8,6,7,7,6,9
229,18,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Latin, Personal Fitness, Chorus","Algebra 2, English 3, Chemistry, Economics, Math For College Readiness, Individual Sports, Weight Lifting","Spanish, English 4, French, Government, Film, Biology, Technical Writing","71.6, 67.2, 82.1, 99.2, 69.1, 81.7, 62.4","64.2, 60.3, 80.9, 63.0, 98.8, 64.1, 95.9","99.5, 83.2, 96.6, 85.9, 85.4, 84.4, 74.2","62.9, 73.2, 68.2, 82.6, 72.6, 83.9, 73.1",7,9,7,4,3,5,7,6,7,6,8,7
230,19,"Algebra 1, English 1, Environmental Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Band, Personal Fitness, French","Algebra 2, English 3, Physical Science, Economics, Weight Lifting, Spanish, Volleyball","Technical Writing, English 4, Creative Writing, Government, Film, Chorus, Forensic Science","96.0, 93.1, 86.2, 99.5, 78.7, 69.1, 86.2","96.2, 93.3, 85.2, 81.7, 74.2, 84.8, 95.1","73.6, 99.5, 98.5, 67.4, 75.8, 85.2, 87.6","95.3, 81.7, 97.6, 78.6, 62.1, 63.4, 77.4",3,8,7,9,2,1,0,10,7,9,6,8
231,19,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, Weight Lifting","Algebra 2, English 3, Forensic Science, Economics, Creative Writing, Spanish, Film","Band, English 4, Chemistry, Government, French, Technical Writing, Theater","93.6, 73.3, 79.7, 93.4, 74.1, 60.5, 94.3","68.0, 96.1, 92.0, 64.9, 97.3, 98.5, 82.0","92.8, 70.0, 64.7, 84.9, 85.5, 98.4, 74.7","66.1, 76.6, 89.2, 89.9, 68.8, 88.1, 78.4",6,1,0,8,4,8,3,10,7,7,9,7
232,20,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Individual Sports, Personal Fitness, Latin","Algebra 2, English 3, Biology, Economics, Theater, Math For College Readiness, Band","Team Sports, English 4, Spanish, Government, Volleyball, Anatomy And Physiology, Technical Writing","95.6, 96.5, 71.3, 99.5, 86.3, 75.9, 95.3","74.5, 60.8, 66.6, 83.4, 95.7, 74.3, 80.6","70.4, 94.5, 96.6, 88.4, 99.8, 86.4, 74.5","63.9, 61.7, 99.1, 69.5, 86.9, 73.3, 72.0",1,4,3,7,8,6,5,4,7,6,6,8
233,20,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Volleyball, Personal Fitness, Latin","Algebra 2, English 3, Physical Science, Economics, Individual Sports, Physical Science, Team Sports","Chorus, English 4, Creative Writing, Government, Forensic Science, Chemistry, Film","75.5, 67.8, 90.0, 65.9, 71.5, 88.8, 61.3","74.5, 98.0, 79.4, 87.5, 87.1, 86.1, 61.3","68.2, 97.5, 98.5, 90.5, 64.2, 81.5, 68.7","74.2, 65.8, 93.2, 62.1, 77.1, 78.0, 84.4",7,2,2,2,0,5,6,4,8,10,10,9
234,19,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Latin","Algebra 2, English 3, Chemistry, Economics, Chemistry, Math For College Readiness, Basketball","Film, English 4, Anatomy And Physiology, Government, Theater, Team Sports, Environmental Science","77.4, 90.1, 89.6, 92.8, 65.4, 85.6, 94.2","88.4, 69.0, 63.4, 70.4, 93.1, 77.3, 71.5","95.5, 66.7, 84.8, 84.0, 98.6, 66.1, 85.0","75.1, 63.6, 80.4, 73.6, 87.9, 95.7, 86.7",3,5,10,5,8,2,2,9,9,6,7,9
235,19,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Spanish, Personal Fitness, Film","Algebra 2, English 3, Forensic Science, Economics, Creative Writing, Environmental Science, Band","French, English 4, Anatomy And Physiology, Government, Individual Sports, Biology, Latin","72.0, 84.3, 65.9, 95.5, 99.2, 82.4, 70.2","62.7, 86.4, 84.2, 72.4, 88.3, 91.0, 96.1","86.4, 89.1, 94.0, 85.6, 79.0, 61.9, 66.4","83.1, 74.3, 68.7, 68.5, 73.1, 76.9, 85.3",5,0,0,0,0,2,3,7,6,8,8,6
236,19,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Band, Personal Fitness, Weight Lifting","Algebra 2, English 3, Anatomy And Physiology, Economics, French, Technical Writing, Environmental Science","Individual Sports, English 4, Chorus, Government, Team Sports, Latin, Spanish","76.9, 73.9, 76.2, 82.7, 93.4, 65.6, 77.4","86.1, 70.3, 64.3, 73.1, 77.6, 75.3, 91.3","67.9, 73.2, 77.0, 68.1, 82.5, 78.6, 69.4","82.9, 79.8, 78.1, 86.2, 75.5, 97.3, 79.6",6,9,1,2,7,9,1,5,6,10,7,10
237,18,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Band, Personal Fitness, Volleyball","Algebra 2, English 3, Anatomy And Physiology, Economics, Basketball, Math For College Readiness, Anatomy And Physiology","Creative Writing, English 4, Individual Sports, Government, Chemistry, Technical Writing, French","98.4, 63.0, 86.4, 67.4, 63.2, 86.4, 89.1","76.0, 87.7, 63.4, 85.7, 89.1, 84.9, 77.4","69.6, 93.7, 97.8, 74.6, 65.7, 65.9, 93.7","76.8, 70.8, 86.5, 95.1, 98.7, 82.3, 97.4",2,4,3,6,9,6,2,10,8,8,10,8
238,19,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Basketball","Algebra 2, English 3, Anatomy And Physiology, Economics, Film, Biology, Individual Sports","Forensic Science, English 4, Physical Science, Government, Creative Writing, French, Theater","76.6, 62.8, 78.6, 90.1, 71.7, 97.9, 72.5","78.8, 67.6, 87.7, 70.4, 88.9, 83.0, 93.7","81.2, 63.6, 91.1, 76.4, 89.3, 61.2, 85.1","93.9, 88.6, 82.4, 93.1, 87.5, 68.6, 90.7",7,4,4,8,10,8,4,4,8,6,9,10
239,18,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Team Sports, Personal Fitness, Physical Science","Algebra 2, English 3, Environmental Science, Economics, Individual Sports, Volleyball, Creative Writing","Anatomy And Physiology, English 4, Latin, Government, French, Chemistry, Chorus","72.2, 81.8, 67.1, 94.8, 64.3, 68.1, 74.1","97.0, 66.5, 66.0, 88.5, 75.2, 77.9, 62.3","88.6, 67.7, 78.7, 60.0, 62.6, 72.5, 82.6","83.0, 91.5, 75.7, 95.3, 98.0, 71.6, 79.3",10,9,4,4,8,2,6,8,10,7,9,6
240,19,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Math For College Readiness","English 3, Physical Science, Economics, Theater, Creative Writing, Anatomy And Physiology","Forensic Science, English 4, Basketball, Government, Band, Technical Writing, Team Sports","94.8, 89.6, 89.9, 90.0, 90.6, 77.9, 78.3","74.3, 65.4, 63.6, 84.5, 85.8, 73.3, 97.9","73.6, 97.4, 63.8, 98.4, 95.4, 99.2, 64.2","75.0, 98.6, 88.4, 64.7, 76.4, 73.0, 78.6",6,2,9,6,3,5,1,6,9,10,10,8
241,20,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Weight Lifting","Algebra 2, English 3, Chemistry, Economics, Technical Writing, Creative Writing, Basketball","Team Sports, English 4, French, Government, Forensic Science, Film, Theater","60.4, 66.8, 91.3, 66.7, 81.1, 73.7, 66.4","67.3, 63.7, 75.3, 64.0, 90.8, 95.8, 88.9","71.2, 82.3, 78.6, 93.8, 90.2, 85.3, 88.4","88.6, 65.4, 79.4, 74.1, 99.7, 90.8, 66.2",5,5,4,2,7,1,3,3,7,8,7,10
242,19,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Basketball, Personal Fitness, Latin","Algebra 2, English 3, Chemistry, Economics, Individual Sports, Band, Chemistry","Technical Writing, English 4, Team Sports, Government, Math For College Readiness, Creative Writing, Environmental Science","81.3, 83.8, 62.2, 81.2, 89.6, 67.1, 65.6","86.2, 79.5, 90.5, 78.6, 79.8, 90.7, 66.6","97.8, 95.2, 65.3, 94.8, 87.2, 94.4, 93.6","77.0, 92.6, 72.5, 66.8, 64.3, 80.5, 63.4",2,1,1,5,9,0,2,4,6,6,8,10
243,17,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Chemistry","Algebra 2, English 3, Physical Science, Economics, Theater, Math For College Readiness, Anatomy And Physiology","Environmental Science, English 4, Basketball, Government, Latin, Individual Sports, Chorus","79.1, 97.6, 88.8, 75.7, 66.9, 97.1, 93.6","62.9, 73.1, 90.8, 85.1, 76.6, 68.3, 75.9","96.3, 80.4, 80.6, 62.7, 90.1, 60.4, 90.5","65.9, 87.5, 88.0, 71.8, 69.7, 77.5, 75.5",2,4,8,7,7,8,4,9,10,6,7,6
244,17,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Chorus, Personal Fitness, Latin","Algebra 2, English 3, Forensic Science, Economics, French, Anatomy And Physiology, Weight Lifting","Math For College Readiness, English 4, Theater, Government, Biology, Basketball, Technical Writing","93.6, 88.5, 75.1, 79.0, 79.9, 77.9, 75.4","83.4, 80.5, 77.4, 73.4, 65.0, 99.7, 86.3","66.4, 79.3, 70.4, 68.9, 62.1, 69.1, 88.9","68.9, 97.2, 85.2, 82.5, 80.0, 71.0, 64.5",6,2,7,0,5,10,0,6,8,10,8,6
